-10.03693782	-4.251299007
-10.70923856	1.131244741
-9.748938743	-4.147155669
-10.41663304	1.106061837
-9.466447004	-4.044906534
-10.12881702	1.081973873
-9.188839651	-3.943519069
-9.84664876	1.057310949
-8.916817976	-3.842652881
-9.711454003	6.352249234
-9.567031529	1.033447705
-8.649770059	-3.742442524
-9.48099084	6.175212252
-9.29260865	1.008214448
-9.252097394	6.001756918
-8.387103638	-3.642226426
-9.020907357	0.982057217
-9.025133968	5.832793762
-8.129395312	-3.541556217
-8.753359565	0.954289342
-8.800361448	5.667687352
-7.876274778	-3.440728764
-8.488776033	0.92509297
-6.469374976	-8.238895472
-7.627883359	-3.339380585
-6.293979437	-7.995884013
-7.384650469	-3.238428034
-6.12181639	-7.757469453
-7.144613452	-3.137208066
-5.953299384	-7.523599691
-7.694545188	4.891412141
-5.78754375	-7.292526598
-6.908819259	-3.036848426
-7.460478977	0.806799925
-7.285341239	8.760773215
-5.625188599	-7.065575358
-6.675480601	-2.936948234
-7.210271738	0.777758526
-7.117586454	8.547919277
-5.464690594	-6.841419067
-6.962555156	0.748698106
-6.95053982	8.33826892
-5.306561841	-6.62077955
-6.784958265	8.132124092
-6.717622147	0.719786344
-6.833626186	4.325500291
-5.150559427	-6.403655321
-6.474997566	0.691053698
-6.621984015	4.19053819
-4.996517901	-6.190524196
-6.454658385	7.72781003
-5.770407601	-2.545209866
-6.233621547	0.663154645
-4.843634045	-5.980231054
-5.550861456	-2.449599245
-5.994493646	0.636617473
-4.693573518	-5.774500912
-5.333369031	-2.354824106
-5.758204052	0.611593367
-5.803372271	6.945879159
-5.785603835	3.669722655
-5.118824929	-2.2600974
-5.523533724	0.587335368
-4.251357956	-5.170283574
-2.195121629	-10.79838636
-4.90572398	-2.165574457
-5.291005526	0.565029259
-2.138205985	-10.49582404
-4.10733048	-4.974242321
-4.695250179	-2.071962122
-5.059784858	0.54420657
-2.082657115	-10.1982135
-3.964085377	-4.780491682
-2.027761177	-9.906853695
-4.830483947	0.524804322
-3.822146816	-4.588925921
-4.966709532	3.18310902
-1.973579265	-9.619509941
-4.848330148	5.836241081
-3.681524864	-4.399688238
-1.920640123	-9.336011746
-4.762966558	3.066268589
-3.541961016	-4.212900634
-1.868011575	-9.058003284
-4.37533485	0.489272259
-1.816501491	-8.784029337
-3.403147953	-4.028218422
-4.150168992	0.472185498
-3.265560592	-3.845885101
-3.926344599	0.455915429
-1.666576495	-7.986584762
-3.704398634	0.440156275
-1.61790205	-7.728237218
-1.569526827	-7.4733153
-2.85645605	-3.30986443
-3.484032243	0.425305048
-1.521943525	-7.221048177
-2.721291124	-3.133785865
-1.47563633	-6.972042062
-3.264352072	0.411277056
-2.587221189	-2.960330912
-1.429179608	-6.726180889
-3.046167632	0.398630361
-2.454088356	-2.78796471
-2.938218158	8.358401969
-1.334675127	-6.241363415
-2.321083705	-2.617421102
-1.288103678	-6.003256121
-2.189359275	-2.448366878
-1.241615536	-5.768112539
-2.723472254	7.700702353
