265.9488758	-1041.090796	608.0734109
450.0978627	-1116.21905	1050.477913
257.9604334	-1020.805444	621.0852471
439.5621922	-1094.220218	1057.453779
250.1340997	-1000.438105	634.0600826
429.224641	-1072.057639	1064.32798
242.484376	-979.9639231	647.0597073
418.9090916	-1049.883765	1071.067784
235.0508134	-959.4703085	660.0520651
696.8901974	-1049.916845	1508.573353
408.9252124	-1027.460709	1077.552087
227.8583173	-938.8871934	673.0364341
680.9088955	-1030.478126	1504.966358
398.919119	-1005.059774	1083.792357
665.100106	-1010.882556	1501.334715
220.8771129	-918.2130517	686.1367139
389.0335202	-982.464099	1089.760902
649.5035641	-991.1677049	1497.732914
214.1557852	-897.543082	699.2966095
379.2988343	-959.7583956	1095.339104
634.117143	-971.321649	1494.070178
207.6882191	-876.7629045	712.5188264
369.4847534	-936.9978848	1100.761733
110.1762442	-760.6001719	301.2320773
201.4795786	-855.9993989	725.8345036
105.6903504	-746.2195337	321.6118523
195.5051364	-835.2754263	739.1715573
101.4490227	-731.7640865	342.0479395
189.7918322	-814.4212932	752.5311988
97.43610184	-717.3277376	362.4249781
560.078336	-869.589811	1475.129467
93.67684411	-702.7895242	382.8809443
184.3380998	-793.5732679	765.8445594
331.762878	-844.7161824	1120.003549
823.8752961	-831.3770419	1784.253344
90.20043547	-688.2294833	403.2927904
179.060527	-772.5429998	779.1880014
322.8583047	-821.3840364	1124.21942
806.0391199	-815.0337922	1776.520723
87.00823699	-673.6126705	423.7213241
314.0463979	-797.9270139	1128.324748
788.2875663	-798.5436964	1768.856984
83.96837766	-658.8914101	444.1683808
770.8019001	-782.0035086	1760.983305
305.3549772	-774.4256464	1132.251191
504.5644907	-785.7917737	1459.084978
81.09507228	-644.0716558	464.6077936
296.8222853	-750.8264939	1136.038744
491.221029	-764.5892756	1454.861911
78.44770326	-629.203599	484.9759008
736.2224818	-748.4611356	1744.922053
160.6008064	-687.488514	831.7654764
288.5289029	-727.050823	1139.722241
75.99627168	-614.1855988	505.3089394
